region	chr	midPos	Nsites
(54123,63243)(300387,345387)(300000,350000)	DPSCF300219	325000	9122	0.023530
(57624,63572)(311893,352818)(310000,360000)	DPSCF300219	335000	5950	0.026010
(58304,66410)(320818,369018)(320000,370000)	DPSCF300219	345000	8108	0.024297
(60772,67968)(330000,376562)(330000,380000)	DPSCF300219	355000	7198	0.021534
(62372,69746)(344450,386318)(340000,390000)	DPSCF300219	365000	7376	0.023579
(63244,70179)(352427,398022)(350000,400000)	DPSCF300219	375000	6937	0.023149
(63573,73312)(361229,406308)(360000,410000)	DPSCF300219	385000	9741	0.023906
(66411,73352)(370927,419857)(370000,420000)	DPSCF300219	395000	6943	0.025700
(67969,73720)(380687,425812)(380000,430000)	DPSCF300219	405000	5753	0.026264
(69747,75513)(394580,436446)(390000,440000)	DPSCF300219	415000	5768	0.027171
(70180,76392)(400245,445482)(400000,450000)	DPSCF300219	425000	6214	0.027564
(73313,78873)(413578,459266)(410000,460000)	DPSCF300219	435000	5562	0.026002
(73353,81298)(425053,467665)(420000,470000)	DPSCF300219	445000	7947	0.025573
(73721,84855)(430085,476960)(430000,480000)	DPSCF300219	455000	11136	0.026217
(75514,85891)(443588,488715)(440000,490000)	DPSCF300219	465000	10379	0.025177
(76393,86251)(450583,498861)(450000,500000)	DPSCF300219	475000	9860	0.024785
(78874,87862)(462430,509866)(460000,510000)	DPSCF300219	485000	8990	0.024892
(81299,91895)(470967,519999)(470000,520000)	DPSCF300219	495000	10598	0.024891
(84856,92803)(484027,529999)(480000,530000)	DPSCF300219	505000	7949	0.024397
(85892,93999)(498502,539999)(490000,540000)	DPSCF300219	515000	8109	0.025464
(86252,94155)(501155,543515)(500000,550000)	DPSCF300219	525000	7905	0.025554
(87863,94174)(510854,557691)(510000,560000)	DPSCF300219	535000	6313	0.026517
(91896,94239)(520000,569999)(520000,570000)	DPSCF300219	545000	2345	0.030132
(92804,98049)(530000,579999)(530000,580000)	DPSCF300219	555000	5247	0.029152
(94000,99777)(540000,589493)(540000,590000)	DPSCF300219	565000	5779	0.027881
(94156,102324)(557673,597958)(550000,600000)	DPSCF300219	575000	8170	0.027923
(854,7999)(12032,59569)(10000,60000)	DPSCF300220	35000	7147	0.025051
(1357,9066)(21538,66340)(20000,70000)	DPSCF300220	45000	7711	0.025233
(1649,9895)(31251,73802)(30000,80000)	DPSCF300220	55000	8248	0.024784
(2924,10884)(40000,89877)(40000,90000)	DPSCF300220	65000	7962	0.025233
(5181,12079)(50050,91424)(50000,100000)	DPSCF300220	75000	6900	0.021603
(8000,15034)(65161,107591)(60000,110000)	DPSCF300220	85000	7036	0.025033
(9067,17613)(72974,119414)(70000,120000)	DPSCF300220	95000	8548	0.026100
(9896,17921)(84753,123939)(80000,130000)	DPSCF300220	105000	8027	0.026545
(10885,19292)(90024,139394)(90000,140000)	DPSCF300220	115000	8409	0.026558
(12080,22532)(101272,148141)(100000,150000)	DPSCF300220	125000	10454	0.026433
(15035,23363)(110589,158930)(110000,160000)	DPSCF300220	135000	8330	0.025804
(17614,23724)(123588,167423)(120000,170000)	DPSCF300220	145000	6112	0.024692
(17922,23747)(131740,173101)(130000,180000)	DPSCF300220	155000	5827	0.024697
(19293,24524)(141802,186177)(140000,190000)	DPSCF300220	165000	5233	0.024546
(22533,25172)(150250,198038)(150000,200000)	DPSCF300220	175000	2641	0.025422
(23364,25345)(162345,205737)(160000,210000)	DPSCF300220	185000	1983	0.024956
(23725,26755)(173079,218493)(170000,220000)	DPSCF300220	195000	3032	0.024853
(23748,29574)(180139,227159)(180000,230000)	DPSCF300220	205000	5828	0.026316
(24525,29767)(190618,232471)(190000,240000)	DPSCF300220	215000	5244	0.026573
(25173,31274)(205564,247330)(200000,250000)	DPSCF300220	225000	6103	0.025196
(25346,32784)(212322,253510)(210000,260000)	DPSCF300220	235000	7440	0.026387
(26756,35445)(221305,269999)(220000,270000)	DPSCF300220	245000	8691	0.025870
(29575,37187)(232279,273728)(230000,280000)	DPSCF300220	255000	7614	0.027591
(29768,37321)(240875,281744)(240000,290000)	DPSCF300220	265000	7555	0.027575
(3129,14573)(11165,58015)(10000,60000)	DPSCF300221	35000	11446	0.021571
(4057,15059)(20340,67728)(20000,70000)	DPSCF300221	45000	11004	0.022351
(6658,16939)(30394,79248)(30000,80000)	DPSCF300221	55000	10283	0.024557
(10419,20989)(43771,89999)(40000,90000)	DPSCF300221	65000	10572	0.029424
(12359,22769)(50629,99897)(50000,100000)	DPSCF300221	75000	10412	0.028790
(14574,25744)(67243,109999)(60000,110000)	DPSCF300221	85000	11172	0.027479
(15060,27830)(73957,113545)(70000,120000)	DPSCF300221	95000	12772	0.024848
(16940,29748)(80434,129999)(80000,130000)	DPSCF300221	105000	12810	0.023484
(20990,32173)(90000,139856)(90000,140000)	DPSCF300221	115000	11185	0.021717
(22770,33412)(104479,146052)(100000,150000)	DPSCF300221	125000	10644	0.021430
(25745,38268)(110000,159173)(110000,160000)	DPSCF300221	135000	12525	0.023046
(27831,38810)(125032,162047)(120000,170000)	DPSCF300221	145000	10981	0.024186
(29749,40197)(130000,175391)(130000,180000)	DPSCF300221	155000	10450	0.026395
(32174,41375)(141975,189054)(140000,190000)	DPSCF300221	165000	9203	0.027405
(33413,42108)(151238,196758)(150000,200000)	DPSCF300221	175000	8697	0.027518
(38269,42708)(161505,209094)(160000,210000)	DPSCF300221	185000	4441	0.027261
(38811,43668)(171846,219999)(170000,220000)	DPSCF300221	195000	4859	0.025951
(40198,45336)(182691,228751)(180000,230000)	DPSCF300221	205000	5140	0.023427
(41376,47541)(192748,238569)(190000,240000)	DPSCF300221	215000	6167	0.024940
(42109,48562)(208165,247252)(200000,250000)	DPSCF300221	225000	6455	0.024740
(42709,52810)(211423,259345)(210000,260000)	DPSCF300221	235000	10103	0.024045
(43669,53346)(220000,269999)(220000,270000)	DPSCF300221	245000	9679	0.025089
(45337,55704)(230522,279537)(230000,280000)	DPSCF300221	255000	10369	0.024388
(47542,57905)(240512,289999)(240000,290000)	DPSCF300221	265000	10365	0.024768
(48563,61881)(250129,299999)(250000,300000)	DPSCF300221	275000	13320	0.025622
(52811,62077)(261372,309510)(260000,310000)	DPSCF300221	285000	9268	0.026633
(53347,64897)(270000,318933)(270000,320000)	DPSCF300221	295000	11552	0.026207
(55705,67686)(284882,329999)(280000,330000)	DPSCF300221	305000	11983	0.026802
(57906,70037)(290000,339197)(290000,340000)	DPSCF300221	315000	12133	0.025778
(61882,72525)(300000,348928)(300000,350000)	DPSCF300221	325000	10645	0.025084
(62078,75491)(312598,359999)(310000,360000)	DPSCF300221	335000	13415	0.025977
(64898,77275)(320454,369999)(320000,370000)	DPSCF300221	345000	12379	0.026202
(67687,79388)(330000,379999)(330000,380000)	DPSCF300221	355000	11703	0.025922
(70038,80970)(340167,388329)(340000,390000)	DPSCF300221	365000	10934	0.026563
(72526,83549)(350150,398290)(350000,400000)	DPSCF300221	375000	11025	0.028757
(75492,85771)(360000,408207)(360000,410000)	DPSCF300221	385000	10281	0.027470
(77276,86347)(370000,417996)(370000,420000)	DPSCF300221	395000	9073	0.027472
(79389,88156)(380000,428539)(380000,430000)	DPSCF300221	405000	8769	0.027970
(80971,89457)(390191,439311)(390000,440000)	DPSCF300221	415000	8488	0.027670
(83550,90343)(401164,448530)(400000,450000)	DPSCF300221	425000	6795	0.024866
(85772,91895)(413019,459316)(410000,460000)	DPSCF300221	435000	6125	0.026997
(86348,94036)(420865,469999)(420000,470000)	DPSCF300221	445000	7690	0.027161
(3294,9623)(20394,59903)(10000,60000)	DPSCF300222	35000	6331	0.034330
(3294,11669)(20394,69407)(20000,70000)	DPSCF300222	45000	8377	0.032443
(4840,14359)(30673,79425)(30000,80000)	DPSCF300222	55000	9521	0.030817
(7438,17517)(40946,89999)(40000,90000)	DPSCF300222	65000	10081	0.026205
(9102,20129)(54360,99808)(50000,100000)	DPSCF300222	75000	11029	0.026486
(9624,21233)(64938,109684)(60000,110000)	DPSCF300222	85000	11611	0.026507
(11670,22234)(72075,119374)(70000,120000)	DPSCF300222	95000	10566	0.025791
(14360,24950)(80685,129999)(80000,130000)	DPSCF300222	105000	10592	0.024300
(17518,28442)(90000,139876)(90000,140000)	DPSCF300222	115000	10926	0.023155
(20130,30663)(105395,145209)(100000,150000)	DPSCF300222	125000	10535	0.022014
(21234,32919)(118374,157853)(110000,160000)	DPSCF300222	135000	11687	0.021568
(22235,36220)(120004,169997)(120000,170000)	DPSCF300222	145000	13987	0.023300
(24951,39082)(130000,178870)(130000,180000)	DPSCF300222	155000	14133	0.023968
(28443,41762)(141556,189999)(140000,190000)	DPSCF300222	165000	13321	0.023738
(30664,44706)(152990,199833)(150000,200000)	DPSCF300222	175000	14044	0.023582
(32920,46970)(160072,209898)(160000,210000)	DPSCF300222	185000	14052	0.023957
(36221,48937)(170000,217950)(170000,220000)	DPSCF300222	195000	12718	0.023261
(39083,52779)(180773,229301)(180000,230000)	DPSCF300222	205000	13698	0.025155
(41763,52909)(190000,239544)(190000,240000)	DPSCF300222	215000	11148	0.025912
(44707,54461)(200685,249999)(200000,250000)	DPSCF300222	225000	9756	0.026530
(46971,56286)(210330,259999)(210000,260000)	DPSCF300222	235000	9317	0.023746
(48938,58988)(223163,267762)(220000,270000)	DPSCF300222	245000	10052	0.029070
(52780,61001)(230414,279999)(230000,280000)	DPSCF300222	255000	8223	0.027263
(52910,61615)(245273,284614)(240000,290000)	DPSCF300222	265000	8707	0.027246
(54462,64052)(250000,299999)(250000,300000)	DPSCF300222	275000	9592	0.028719
(56287,68002)(260000,309089)(260000,310000)	DPSCF300222	285000	11717	0.029846
(58989,70573)(271054,318328)(270000,320000)	DPSCF300222	295000	11586	0.026490
(61002,72579)(280000,329999)(280000,330000)	DPSCF300222	305000	11579	0.026849
(61616,73434)(291245,339953)(290000,340000)	DPSCF300222	315000	11820	0.027010
(64053,76010)(300000,348980)(300000,350000)	DPSCF300222	325000	11959	0.026724
(68003,78425)(311111,359999)(310000,360000)	DPSCF300222	335000	10424	0.028065
(70574,81981)(321960,368167)(320000,370000)	DPSCF300222	345000	11409	0.051061
(72580,85381)(330000,378767)(330000,380000)	DPSCF300222	355000	12803	0.048125
(73435,86851)(340581,389999)(340000,390000)	DPSCF300222	365000	13418	0.047628
(76011,88100)(354443,398975)(350000,400000)	DPSCF300222	375000	12091	0.051228
(78426,89602)(360000,409657)(360000,410000)	DPSCF300222	385000	11178	0.054206
(81982,91131)(370814,419999)(370000,420000)	DPSCF300222	395000	9151	0.027887
(85382,93618)(384825,429999)(380000,430000)	DPSCF300222	405000	8238	0.025441
(86852,94742)(390000,439999)(390000,440000)	DPSCF300222	415000	7892	0.024016
(88101,98749)(405199,448540)(400000,450000)	DPSCF300222	425000	10650	0.024941
(89603,101763)(410391,459094)(410000,460000)	DPSCF300222	435000	12162	0.025424
(91132,101899)(420000,465224)(420000,470000)	DPSCF300222	445000	10769	0.025959
(93619,103893)(430000,479458)(430000,480000)	DPSCF300222	455000	10276	0.026167
(94743,104886)(440000,488718)(440000,490000)	DPSCF300222	465000	10145	0.026958
(98750,106633)(450732,499975)(450000,500000)	DPSCF300222	475000	7885	0.028869
(101764,106918)(463989,509161)(460000,510000)	DPSCF300222	485000	5156	0.028258
(101900,108295)(474054,515978)(470000,520000)	DPSCF300222	495000	6397	0.028280
(103894,110661)(484830,527182)(480000,530000)	DPSCF300222	505000	6769	0.033277
(104887,112841)(490163,537854)(490000,540000)	DPSCF300222	515000	7956	0.032038
(106634,117320)(503820,548452)(500000,550000)	DPSCF300222	525000	10688	0.030377
(106919,117829)(510646,559999)(510000,560000)	DPSCF300222	535000	10912	0.030339
(108296,121147)(521670,568965)(520000,570000)	DPSCF300222	545000	12853	0.030089
(110662,121455)(532264,576334)(530000,580000)	DPSCF300222	555000	10795	0.028137
(112842,122991)(540076,589398)(540000,590000)	DPSCF300222	565000	10151	0.027895
(117321,125205)(551322,598345)(550000,600000)	DPSCF300222	575000	7886	0.026606
(117830,125948)(560000,607078)(560000,610000)	DPSCF300222	585000	8120	0.026483
(121148,128798)(572401,615911)(570000,620000)	DPSCF300222	595000	7652	0.028319
(121456,130567)(581363,626263)(580000,630000)	DPSCF300222	605000	9113	0.027768
(122992,133203)(591246,639179)(590000,640000)	DPSCF300222	615000	10213	0.028302
(125206,135382)(602504,648376)(600000,650000)	DPSCF300222	625000	10178	0.027903
(125949,139241)(611938,659273)(610000,660000)	DPSCF300222	635000	13294	0.026629
(128799,142067)(620647,668565)(620000,670000)	DPSCF300222	645000	13270	0.025454
(130568,145351)(630335,679942)(630000,680000)	DPSCF300222	655000	14785	0.025444
(133204,147066)(640333,689999)(640000,690000)	DPSCF300222	665000	13864	0.025112
(2608,15236)(10165,59988)(10000,60000)	DPSCF300223	35000	12630	0.029045
(6812,16637)(20941,69966)(20000,70000)	DPSCF300223	45000	9827	0.021147
(8418,21013)(30019,79999)(30000,80000)	DPSCF300223	55000	12597	0.024654
(11680,24739)(40000,86277)(40000,90000)	DPSCF300223	65000	13061	0.025024
(12906,27166)(51179,99999)(50000,100000)	DPSCF300223	75000	14262	0.024300
(15237,28873)(60588,107883)(60000,110000)	DPSCF300223	85000	13638	0.024939
(16638,31186)(70004,118907)(70000,120000)	DPSCF300223	95000	14550	0.026822
(21014,35254)(80000,128317)(80000,130000)	DPSCF300223	105000	14242	0.023698
(24740,38628)(93744,138519)(90000,140000)	DPSCF300223	115000	13890	0.023234
(27167,42588)(100000,148366)(100000,150000)	DPSCF300223	125000	15423	0.025336
(28874,45106)(113902,159921)(110000,160000)	DPSCF300223	135000	16234	0.026835
(31187,46669)(120095,164286)(120000,170000)	DPSCF300223	145000	15484	0.025733
(35255,49727)(133688,178214)(130000,180000)	DPSCF300223	155000	14474	0.026220
(38629,50663)(140162,187040)(140000,190000)	DPSCF300223	165000	12036	0.027200
(42589,54330)(153430,199473)(150000,200000)	DPSCF300223	175000	11743	0.024941
(45107,56147)(160214,209998)(160000,210000)	DPSCF300223	185000	11042	0.023032
(46670,59676)(170960,219999)(170000,220000)	DPSCF300223	195000	13008	0.024144
(49728,62172)(180105,225285)(180000,230000)	DPSCF300223	205000	12446	0.024520
(50664,62503)(191042,231677)(190000,240000)	DPSCF300223	215000	11841	0.024513
(54331,63211)(200409,249231)(200000,250000)	DPSCF300223	225000	8882	0.026024
(56148,66770)(210812,259999)(210000,260000)	DPSCF300223	235000	10624	0.025626
(59677,68925)(220000,269178)(220000,270000)	DPSCF300223	245000	9250	0.024971
(62173,70341)(231347,279999)(230000,280000)	DPSCF300223	255000	8170	0.025284
(62504,72491)(241045,289999)(240000,290000)	DPSCF300223	265000	9989	0.027038
(63212,74415)(251601,299999)(250000,300000)	DPSCF300223	275000	11205	0.026912
(66771,76090)(260000,304913)(260000,310000)	DPSCF300223	285000	9321	0.028465
(68926,77464)(270628,319089)(270000,320000)	DPSCF300223	295000	8540	0.029326
(70342,79791)(280000,328243)(280000,330000)	DPSCF300223	305000	9451	0.027678
(72492,82300)(290000,339522)(290000,340000)	DPSCF300223	315000	9810	0.025238
(74416,83869)(300000,349090)(300000,350000)	DPSCF300223	325000	9455	0.023865
(76091,84401)(315377,358857)(310000,360000)	DPSCF300223	335000	8312	0.022978
(77465,84554)(322701,361262)(320000,370000)	DPSCF300223	345000	7091	0.021849
(79792,86325)(330380,377460)(330000,380000)	DPSCF300223	355000	6535	0.025478
(82301,88510)(341818,389705)(340000,390000)	DPSCF300223	365000	6211	0.027238
(83870,88952)(358126,394225)(350000,400000)	DPSCF300223	375000	5084	0.029543
(84402,90993)(361085,409807)(360000,410000)	DPSCF300223	385000	6593	0.027821
(84555,92921)(372852,417099)(370000,420000)	DPSCF300223	395000	8368	0.025914
(86326,93741)(383572,429999)(380000,430000)	DPSCF300223	405000	7417	0.025629
(88511,95299)(391609,438682)(390000,440000)	DPSCF300223	415000	6790	0.023508
(88953,96551)(401953,449206)(400000,450000)	DPSCF300223	425000	7600	0.024314
(90994,98780)(412614,455296)(410000,460000)	DPSCF300223	435000	7788	0.023834
(92922,102295)(426755,469999)(420000,470000)	DPSCF300223	445000	9375	0.027373
(93742,103666)(430000,479135)(430000,480000)	DPSCF300223	455000	9926	0.025912
(95300,105112)(442881,486395)(440000,490000)	DPSCF300223	465000	9814	0.027218
(96552,107115)(451452,499080)(450000,500000)	DPSCF300223	475000	10565	0.026513
(98781,108363)(461482,504192)(460000,510000)	DPSCF300223	485000	9584	0.026807
(102296,111087)(470000,519999)(470000,520000)	DPSCF300223	495000	8793	0.023049
(103667,113236)(480267,529749)(480000,530000)	DPSCF300223	505000	9571	0.021735
(105113,115205)(494639,537794)(490000,540000)	DPSCF300223	515000	10094	0.021471
(107116,115226)(501868,547103)(500000,550000)	DPSCF300223	525000	8112	0.020404
(108364,115653)(511027,559191)(510000,560000)	DPSCF300223	535000	7291	0.020253
(111088,118066)(520000,569999)(520000,570000)	DPSCF300223	545000	6980	0.021085
(113237,119605)(530655,579999)(530000,580000)	DPSCF300223	555000	6370	0.024208
(115206,120691)(547083,589247)(540000,590000)	DPSCF300223	565000	5487	0.023907
(115227,122125)(555169,594994)(550000,600000)	DPSCF300223	575000	6900	0.024136
(115654,123041)(562476,606200)(560000,610000)	DPSCF300223	585000	7389	0.024396
(118067,125060)(570000,618751)(570000,620000)	DPSCF300223	595000	6995	0.023942
(119606,125128)(580000,629749)(580000,630000)	DPSCF300223	605000	5524	0.022660
(120692,127878)(590374,639202)(590000,640000)	DPSCF300223	615000	7188	0.022753
(122126,129209)(600732,648578)(600000,650000)	DPSCF300223	625000	7085	0.021392
(123042,130875)(613361,654538)(610000,660000)	DPSCF300223	635000	7835	0.022478
(125061,132438)(626573,669847)(620000,670000)	DPSCF300223	645000	7379	0.024797
(125129,133617)(630255,679999)(630000,680000)	DPSCF300223	655000	8490	0.024462
(127879,136630)(643136,689948)(640000,690000)	DPSCF300223	665000	8753	0.024236
(129210,138664)(650317,696666)(650000,700000)	DPSCF300223	675000	9456	0.024637
(130876,139434)(662497,707412)(660000,710000)	DPSCF300223	685000	8560	0.024165
(132439,141073)(670497,719949)(670000,720000)	DPSCF300223	695000	8636	0.025816
(133618,143627)(680000,729534)(680000,730000)	DPSCF300223	705000	10011	0.024344
(136631,147466)(690202,738999)(690000,740000)	DPSCF300223	715000	10837	0.025885
(138665,148391)(700574,745037)(700000,750000)	DPSCF300223	725000	9728	0.026075
(139435,149252)(710785,758120)(710000,760000)	DPSCF300223	735000	9819	0.025911
(141074,153807)(720160,768689)(720000,770000)	DPSCF300223	745000	12735	0.022089
(143628,156485)(731504,779999)(730000,780000)	DPSCF300223	755000	12859	0.023461
(147467,157687)(743330,789999)(740000,790000)	DPSCF300223	765000	10222	0.020432
(284,5832)(11472,59565)(10000,60000)	DPSCF300224	35000	5550	0.024387
(1569,6066)(23507,61704)(20000,70000)	DPSCF300224	45000	4499	0.024336
(3517,6270)(36174,73461)(30000,80000)	DPSCF300224	55000	2755	0.024445
(3848,8751)(41713,89838)(40000,90000)	DPSCF300224	65000	4905	0.025913
(4413,11154)(52121,99092)(50000,100000)	DPSCF300224	75000	6743	0.025507
(5833,11942)(61469,109857)(60000,110000)	DPSCF300224	85000	6111	0.025993
(6067,12730)(73252,118765)(70000,120000)	DPSCF300224	95000	6665	0.026375
(6271,15167)(81236,129804)(80000,130000)	DPSCF300224	105000	8898	0.026596
(8752,16246)(91444,138903)(90000,140000)	DPSCF300224	115000	7496	0.026385
(11155,18327)(100646,147351)(100000,150000)	DPSCF300224	125000	7174	0.025760
(11943,20664)(114413,158712)(110000,160000)	DPSCF300224	135000	8723	0.025570
(12731,21544)(121390,163577)(120000,170000)	DPSCF300224	145000	8815	0.025008
(15168,23372)(131305,179999)(130000,180000)	DPSCF300224	155000	8206	0.025046
(16247,25009)(141029,189043)(140000,190000)	DPSCF300224	165000	8764	0.023764
(18328,25154)(150641,196136)(150000,200000)	DPSCF300224	175000	6828	0.024122
(20665,26057)(161487,209649)(160000,210000)	DPSCF300224	185000	5394	0.030442
(21545,26742)(170537,218153)(170000,220000)	DPSCF300224	195000	5199	0.030811
(23373,28037)(180000,229999)(180000,230000)	DPSCF300224	205000	4666	0.028344
(25010,28753)(195992,237928)(190000,240000)	DPSCF300224	215000	3745	0.033472
(25155,30190)(203101,249999)(200000,250000)	DPSCF300224	225000	5037	0.031432
(26058,31309)(211056,258974)(210000,260000)	DPSCF300224	235000	5253	0.025042
(26743,35863)(222146,269181)(220000,270000)	DPSCF300224	245000	9122	0.024810
(28038,36233)(230000,279999)(230000,280000)	DPSCF300224	255000	8197	0.026663
(28754,37569)(240260,287357)(240000,290000)	DPSCF300224	265000	8817	0.025869
(576,8436)(10153,56542)(10000,60000)	DPSCF300225	35000	7862	0.021474
(3332,9672)(21437,65080)(20000,70000)	DPSCF300225	45000	6342	0.018826
(4981,10844)(30000,77875)(30000,80000)	DPSCF300225	55000	5865	0.019899
(5863,12467)(41189,89253)(40000,90000)	DPSCF300225	65000	6606	0.024472
(7289,14033)(50671,97973)(50000,100000)	DPSCF300225	75000	6746	0.025497
(8437,15176)(61752,106380)(60000,110000)	DPSCF300225	85000	6741	0.025106
(9673,17353)(70690,116578)(70000,120000)	DPSCF300225	95000	7682	0.027050
(10845,17932)(83295,124880)(80000,130000)	DPSCF300225	105000	7089	0.028422
(12468,18121)(92366,139762)(90000,140000)	DPSCF300225	115000	5655	0.024356
(14034,19536)(101625,148760)(100000,150000)	DPSCF300225	125000	5504	0.024148
(15177,21580)(110199,158601)(110000,160000)	DPSCF300225	135000	6405	0.026554
(17354,22300)(123193,168836)(120000,170000)	DPSCF300225	145000	4948	0.025799
(17933,24033)(137190,179999)(130000,180000)	DPSCF300225	155000	6102	0.026136
(18122,25533)(142579,186207)(140000,190000)	DPSCF300225	165000	7413	0.026134
(19537,27752)(153286,199999)(150000,200000)	DPSCF300225	175000	8217	0.025568
(21581,29493)(160846,208598)(160000,210000)	DPSCF300225	185000	7914	0.025692
(22301,31353)(174634,219193)(170000,220000)	DPSCF300225	195000	9054	0.022444
(24034,32373)(180000,221826)(180000,230000)	DPSCF300225	205000	8341	0.022028
(25534,33642)(190454,237720)(190000,240000)	DPSCF300225	215000	8110	0.021871
(27753,33937)(200000,244273)(200000,250000)	DPSCF300225	225000	6186	0.021758
(29494,36249)(211406,259669)(210000,260000)	DPSCF300225	235000	6757	0.022306
(31354,37637)(220793,269479)(220000,270000)	DPSCF300225	245000	6285	0.026721
(32374,37637)(236283,269479)(230000,280000)	DPSCF300225	255000	5265	0.027388
(33643,40038)(240366,289999)(240000,290000)	DPSCF300225	265000	6397	0.023858
(2861,16604)(10839,59999)(10000,60000)	DPSCF300226	35000	13745	0.028048
(5008,17693)(23209,68605)(20000,70000)	DPSCF300226	45000	12687	0.028745
(7059,17949)(31190,75200)(30000,80000)	DPSCF300226	55000	10892	0.028131
(8416,19824)(40693,86526)(40000,90000)	DPSCF300226	65000	11410	0.029686
(10162,23790)(50000,98063)(50000,100000)	DPSCF300226	75000	13630	0.026972
(16605,25681)(60000,108262)(60000,110000)	DPSCF300226	85000	9078	0.024367
(17694,27381)(71511,119572)(70000,120000)	DPSCF300226	95000	9689	0.025648
(17950,30704)(83555,128815)(80000,130000)	DPSCF300226	105000	12756	0.028327
(19825,31399)(90184,139999)(90000,140000)	DPSCF300226	115000	11576	0.026359
(23791,33630)(103071,149241)(100000,150000)	DPSCF300226	125000	9841	0.030175
(25682,35400)(115702,158512)(110000,160000)	DPSCF300226	135000	9720	0.031453
(27382,37580)(120037,167294)(120000,170000)	DPSCF300226	145000	10200	0.030827
(30705,38787)(135063,176247)(130000,180000)	DPSCF300226	155000	8084	0.027274
(31400,40303)(140000,188506)(140000,190000)	DPSCF300226	165000	8905	0.025568
(33631,43355)(155386,199789)(150000,200000)	DPSCF300226	175000	9726	0.022887
(35401,43781)(160368,204523)(160000,210000)	DPSCF300226	185000	8382	0.022358
(37581,43781)(170251,204523)(170000,220000)	DPSCF300226	195000	6202	0.022387
(38788,45662)(181727,229812)(180000,230000)	DPSCF300226	205000	6876	0.022616
(40304,48213)(190687,234864)(190000,240000)	DPSCF300226	215000	7911	0.023981
(43356,48263)(200022,241853)(200000,250000)	DPSCF300226	225000	4909	0.024883
(43782,48515)(223902,259643)(210000,260000)	DPSCF300226	235000	4735	0.024883
(43782,50763)(223902,266832)(220000,270000)	DPSCF300226	245000	6983	0.022060
(45663,54764)(231713,279584)(230000,280000)	DPSCF300226	255000	9103	0.021946
(3665,15136)(10449,58584)(10000,60000)	DPSCF300227	35000	11473	0.026861
(6384,15175)(20796,69739)(20000,70000)	DPSCF300227	45000	8793	0.025281
(10235,19153)(30000,79644)(30000,80000)	DPSCF300227	55000	8920	0.022235
(12244,21902)(40000,88304)(40000,90000)	DPSCF300227	65000	9660	0.022791
(14594,24132)(50962,99649)(50000,100000)	DPSCF300227	75000	9540	0.022293
(15137,26950)(62452,107413)(60000,110000)	DPSCF300227	85000	11815	0.021828
(15176,29345)(70827,119393)(70000,120000)	DPSCF300227	95000	14171	0.022120
(19154,29345)(83009,119393)(80000,130000)	DPSCF300227	105000	10193	0.022241
(21903,30319)(93122,139889)(90000,140000)	DPSCF300227	115000	8418	0.022733
(24133,31105)(100679,147863)(100000,150000)	DPSCF300227	125000	6974	0.023351
(26951,32065)(110216,153882)(110000,160000)	DPSCF300227	135000	5116	0.024857
(29346,35885)(134241,168346)(120000,170000)	DPSCF300227	145000	6541	0.025767
(29346,36189)(134241,172142)(130000,180000)	DPSCF300227	155000	6845	0.025672
(30320,37191)(143611,188414)(140000,190000)	DPSCF300227	165000	6873	0.026150
(31106,41431)(151682,199655)(150000,200000)	DPSCF300227	175000	10327	0.026330
(32066,41877)(161404,209893)(160000,210000)	DPSCF300227	185000	9813	0.026695
(35886,43397)(171839,219132)(170000,220000)	DPSCF300227	195000	7513	0.026794
(36190,45655)(182090,227944)(180000,230000)	DPSCF300227	205000	9467	0.026570
(37192,49169)(193015,239225)(190000,240000)	DPSCF300227	215000	11979	0.024972
(41432,51305)(205131,248087)(200000,250000)	DPSCF300227	225000	9875	0.024303
(41878,52420)(210828,252237)(210000,260000)	DPSCF300227	235000	10544	0.023677
(43398,53252)(221186,268668)(220000,270000)	DPSCF300227	245000	9856	0.023612
(45656,54838)(230784,279701)(230000,280000)	DPSCF300227	255000	9184	0.023828
(1944,12730)(10237,59999)(10000,60000)	DPSCF300228	35000	10788	0.022094
(5225,15580)(21598,69999)(20000,70000)	DPSCF300228	45000	10357	0.023719
(5548,19285)(30750,79999)(30000,80000)	DPSCF300228	55000	13739	0.024741
(8347,23600)(40433,89981)(40000,90000)	DPSCF300228	65000	15255	0.026032
(10193,23619)(53424,98326)(50000,100000)	DPSCF300228	75000	13428	0.026955
(12731,24661)(60000,109999)(60000,110000)	DPSCF300228	85000	11932	0.027688
(15581,25920)(70000,119708)(70000,120000)	DPSCF300228	95000	10341	0.027384
(19286,27642)(80000,129999)(80000,130000)	DPSCF300228	105000	8358	0.027125
(23601,29115)(98307,139520)(90000,140000)	DPSCF300228	115000	5516	0.024051
(23620,29948)(103845,149822)(100000,150000)	DPSCF300228	125000	6330	0.023947
(24662,31207)(110000,157112)(110000,160000)	DPSCF300228	135000	6547	0.024262
(25921,32017)(121125,163051)(120000,170000)	DPSCF300228	145000	6098	0.022809
(27643,33215)(130000,177694)(130000,180000)	DPSCF300228	155000	5574	0.024015
(29116,34927)(144998,188389)(140000,190000)	DPSCF300228	165000	5813	0.026754
(29949,36660)(150892,199362)(150000,200000)	DPSCF300228	175000	6713	0.027302
(31208,38794)(161902,209250)(160000,210000)	DPSCF300228	185000	7588	0.027987
(32018,39030)(173125,211410)(170000,220000)	DPSCF300228	195000	7014	0.028091
